state,puma2k,puma12,stab,PUMAname,PUMA2kName,pop10,afact,AFACT2
12,2605,10305,FL,Pinellas County (West Central)--Greater Seminole City,1202605,92783,0.814,0.861
12,2605,10306,FL,Pinellas County (Central)--Greater Pinellas Park City,1202605,21216,0.186,0.194
12,2606,10306,FL,Pinellas County (Central)--Greater Pinellas Park City,1202606,88132,0.782,0.805
12,2606,10307,FL,Pinellas County (Southeast)--St. Petersburg City (East),1202606,24547,0.218,0.162
12,2607,10307,FL,Pinellas County (Southeast)--St. Petersburg City (East),1202607,119537,1,0.787
12,2608,10305,FL,Pinellas County (West Central)--Greater Seminole City,1202608,10884,0.089,0.101
12,2608,10306,FL,Pinellas County (Central)--Greater Pinellas Park City,1202608,83,0.001,0.001
12,2608,10307,FL,Pinellas County (Southeast)--St. Petersburg City (East),1202608,13,0,0
12,2608,10308,FL,Pinellas County (South Central)--St. Petersburg City (West),1202608,110848,0.91,1
12,2701,5701,FL,Hillsborough County (Central)--Tampa City (Central),1202701,139898,1,1
12,2702,5702,FL,Hillsborough County (Southwest)--Tampa City (South),1202702,156280,1,1
12,2703,5703,FL,Hillsborough County (Northwest),1202703,147714,1,1
12,2704,5704,FL,Hillsborough County (North Central),1202704,154649,1,1
12,2705,5705,FL,Hillsborough County (North Central)--Tampa City (North),1202705,146416,1,1
12,2706,5706,FL,Hillsborough County (Northeast),1202706,125158,1,1
12,2707,5707,FL,Hillsborough County (Central),1202707,178275,1,1
12,2708,5708,FL,Hillsborough County (South County),1202708,180836,1,1
12,2801,8101,FL,Manatee County (North),1202801,22750,0.166,0.212
12,2801,8102,FL,Manatee County (West Central),1202801,113948,0.834,1
12,2802,8101,FL,Manatee County (North),1202802,84788,0.456,0.788
12,2802,8103,FL,Manatee County (South),1202802,101347,0.544,1
12,2901,11501,FL,Sarasota County (North),1202901,123642,0.69,1
12,2901,11502,FL,Sarasota County (Central & Gulf Coast),1202901,55539,0.31,0.423
12,2902,11502,FL,Sarasota County (Central & Gulf Coast),1202902,75856,0.379,0.577
12,2902,11503,FL,Sarasota County (East),1202902,124411,0.621,1
12,3000,1500,FL,Charlotte County,1203000,159978,1,1
12,3100,2700,FL,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",1203100,150505,0.705,1
12,3100,9300,FL,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203100,62898,0.295,0.611
12,3200,6100,FL,Indian River County,1203200,138028,0.775,1
12,3200,9300,FL,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203200,39996,0.225,0.389
12,3300,11101,FL,St. Lucie County (North),1203300,102496,0.369,1
12,3300,11102,FL,St. Lucie County (South),1203300,175293,0.631,1
12,3400,8500,FL,Martin County,1203400,146318,1,1
12,3501,9901,FL,Palm Beach County (Northeast),1203501,103754,0.48,1
12,3501,9902,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1203501,112499,0.52,1
12,3502,9903,FL,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,1203502,142518,1,1
12,3503,9904,FL,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),1203503,124204,1,1
12,3504,9905,FL,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1203504,125430,1,1
12,3504,9906,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),1203504,2,0,0
12,3505,9906,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),1203505,149189,1,1
12,3506,9907,FL,Palm Beach County (Southeast)--Greater Delray Beach City,1203506,114816,1,1
12,3507,9908,FL,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1203507,106704,1,1
12,3508,9909,FL,Palm Beach County (West of Boca Raton City),1203508,103727,1,1
12,3509,9902,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1203509,5,0,0
12,3509,9910,FL,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,1203509,102440,0.432,1
12,3509,9911,FL,Palm Beach County (West)--Glades & Western Communities,1203509,134846,0.568,1
12,3601,1101,FL,Broward County (West)--Coral Springs & Parkland Cities,1203601,144189,1,1
12,3602,1102,FL,Broward County (North Central)--Margate & Coconut Creek Cities,1203602,108754,0.929,1
12,3602,1105,FL,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",1203602,8355,0.071,0.05
12,3603,1103,FL,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities",1203603,93436,0.905,0.922
12,3603,1104,FL,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities,1203603,9775,0.095,0.083
12,3604,1103,FL,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities",1203604,7896,0.071,0.078
12,3604,1104,FL,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities,1203604,93135,0.84,0.789
12,3604,1105,FL,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",1203604,9867,0.089,0.059
12,3605,1104,FL,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities,1203605,15080,0.11,0.128
12,3605,1105,FL,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",1203605,27,0,0
12,3605,1108,FL,Broward County (East Central)--Fort Lauderdale City (Central),1203605,122447,0.89,0.886
12,3606,1105,FL,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",1203606,149885,0.842,0.891
12,3606,1107,FL,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities,1203606,28129,0.158,0.28
12,3607,1106,FL,Broward County (Central)--Plantation & Sunrise Cities,1203607,27629,0.258,0.167
12,3607,1107,FL,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities,1203607,72177,0.675,0.72
12,3607,1108,FL,Broward County (East Central)--Fort Lauderdale City (Central),1203607,7107,0.066,0.051
12,3608,1106,FL,Broward County (Central)--Plantation & Sunrise Cities,1203608,137601,0.949,0.833
12,3608,1108,FL,Broward County (East Central)--Fort Lauderdale City (Central),1203608,7362,0.051,0.053
12,3609,1108,FL,Broward County (East Central)--Fort Lauderdale City (Central),1203609,1239,0.01,0.009
12,3609,1109,FL,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities,1203609,75771,0.628,0.748
12,3609,1110,FL,Broward County (Central)--Davie Town & Cooper City,1203609,37424,0.31,0.332
12,3609,1113,FL,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities,1203609,6275,0.052,0.054
12,3610,1101,FL,Broward County (West)--Coral Springs & Parkland Cities,1203610,20,0,0
12,3610,1110,FL,Broward County (Central)--Davie Town & Cooper City,1203610,75335,0.47,0.668
12,3610,1111,FL,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",1203610,84790,0.529,0.636
12,3611,1111,FL,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",1203611,48434,0.344,0.364
12,3611,1112,FL,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities,1203611,50527,0.359,0.393
12,3611,1113,FL,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities,1203611,41691,0.296,0.356
12,3611,1114,FL,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",1203611,256,0.002,0.002
12,3612,1112,FL,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities,1203612,78032,0.504,0.607
12,3612,1114,FL,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",1203612,76755,0.496,0.692
12,3613,1109,FL,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities,1203613,25474,0.198,0.252
12,3613,1113,FL,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities,1203613,69230,0.538,0.591
12,3613,1114,FL,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",1203613,33962,0.264,0.306
12,3701,2101,FL,Collier County (Northwest),1203701,73505,0.535,0.707
12,3701,2102,FL,Collier County (Southwest),1203701,63987,0.465,0.588
12,3702,2101,FL,Collier County (Northwest),1203702,30510,0.166,0.293
12,3702,2102,FL,Collier County (Southwest),1203702,44905,0.244,0.412
12,3702,2103,FL,Collier County (East),1203702,108613,0.59,1
12,3800,7101,FL,Lee County (South & West)--Barrier Islands Region,1203800,6229,0.041,0.052
12,3800,7102,FL,Lee County (Northwest)--Cape Coral City,1203800,147242,0.959,0.931
12,3800,7104,FL,Lee County (Central)--Greater Fort Myers City,1203800,107,0.001,0.001
12,3901,7101,FL,Lee County (South & West)--Barrier Islands Region,1203901,73201,0.457,0.609
12,3901,7102,FL,Lee County (Northwest)--Cape Coral City,1203901,2699,0.017,0.017
12,3901,7105,FL,Lee County (Southeast)--Bonita Springs City & Estero (East),1203901,84450,0.527,0.82
12,3902,7102,FL,Lee County (Northwest)--Cape Coral City,1203902,8266,0.046,0.052
12,3902,7103,FL,Lee County (Northeast)--Lehigh Acres & North Fort Myers,1203902,133913,0.752,0.982
12,3902,7104,FL,Lee County (Central)--Greater Fort Myers City,1203902,28541,0.16,0.283
12,3902,7105,FL,Lee County (Southeast)--Bonita Springs City & Estero (East),1203902,7470,0.042,0.073
12,3903,7101,FL,Lee County (South & West)--Barrier Islands Region,1203903,40866,0.323,0.34
12,3903,7103,FL,Lee County (Northeast)--Lehigh Acres & North Fort Myers,1203903,2402,0.019,0.018
12,3903,7104,FL,Lee County (Central)--Greater Fort Myers City,1203903,72296,0.571,0.716
12,3903,7105,FL,Lee County (Southeast)--Bonita Springs City & Estero (East),1203903,11072,0.087,0.108
12,4001,8603,FL,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204001,62602,0.52,0.622
12,4001,8604,FL,Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204001,57706,0.48,0.575
12,4002,8602,FL,Miami-Dade County (North Central)--Miami Gardens City (North & West),1204002,93745,0.866,0.925
12,4002,8603,FL,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204002,5232,0.048,0.052
12,4002,8605,FL,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204002,9258,0.086,0.088
12,4003,8601,FL,Miami-Dade County (North Central)--Greater Miami Lakes Town,1204003,114465,0.854,1
12,4003,8602,FL,Miami-Dade County (North Central)--Miami Gardens City (North & West),1204003,7578,0.057,0.075
12,4003,8607,FL,Miami-Dade County (Northeast)--Hialeah City (North Central),1204003,6441,0.048,0.064
12,4003,8609,FL,Miami-Dade County (Northeast)--Hialeah City (South Central),1204003,5574,0.042,0.055
12,4004,8607,FL,Miami-Dade County (Northeast)--Hialeah City (North Central),1204004,88515,0.776,0.881
12,4004,8609,FL,Miami-Dade County (Northeast)--Hialeah City (South Central),1204004,25492,0.224,0.252
12,4005,8606,FL,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204005,11953,0.087,0.118
12,4005,8607,FL,Miami-Dade County (Northeast)--Hialeah City (North Central),1204005,5501,0.04,0.055
12,4005,8609,FL,Miami-Dade County (Northeast)--Hialeah City (South Central),1204005,69940,0.51,0.692
12,4005,8610,FL,Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1204005,49707,0.363,0.493
12,4006,8605,FL,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204006,21500,0.211,0.204
12,4006,8606,FL,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204006,80290,0.789,0.794
12,4006,8607,FL,Miami-Dade County (Northeast)--Hialeah City (North Central),1204006,2,0,0
12,4007,8603,FL,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204007,32886,0.251,0.327
12,4007,8604,FL,Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204007,28502,0.218,0.284
12,4007,8605,FL,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204007,69438,0.531,0.658
12,4008,8604,FL,Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204008,14225,0.113,0.142
12,4008,8605,FL,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204008,5303,0.042,0.05
12,4008,8606,FL,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204008,8869,0.07,0.088
12,4008,8611,FL,Miami-Dade County (Northeast Central)--Miami City (North),1204008,135,0.001,0.001
12,4008,8612,FL,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village,1204008,97844,0.774,0.976
12,4008,8613,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),1204008,59,0,0.001
12,4009,8611,FL,Miami-Dade County (Northeast Central)--Miami City (North),1204009,94253,0.934,0.932
12,4009,8612,FL,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village,1204009,2453,0.024,0.024
12,4009,8613,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),1204009,4173,0.041,0.041
12,4010,8611,FL,Miami-Dade County (Northeast Central)--Miami City (North),1204010,6736,0.048,0.067
12,4010,8613,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),1204010,80968,0.582,0.799
12,4010,8614,FL,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1204010,51475,0.37,0.508
12,4011,8613,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),1204011,16186,0.096,0.16
12,4011,8614,FL,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1204011,49868,0.295,0.492
12,4011,8615,FL,Miami-Dade County (East Central)--Miami City (West),1204011,103078,0.609,0.999
12,4011,8616,FL,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204011,32,0,0
12,4012,8608,FL,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",1204012,112930,0.688,1
12,4012,8610,FL,Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1204012,51216,0.312,0.507
12,4012,8615,FL,Miami-Dade County (East Central)--Miami City (West),1204012,108,0.001,0.001
12,4013,8617,FL,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1204013,47292,0.371,0.462
12,4013,8618,FL,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1204013,79991,0.628,0.753
12,4013,8620,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204013,25,0,0
12,4014,8616,FL,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204014,61857,0.529,0.612
12,4014,8617,FL,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1204014,55150,0.471,0.538
12,4015,8616,FL,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204015,34122,0.268,0.337
12,4015,8620,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204015,92975,0.732,0.921
12,4016,8618,FL,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1204016,26303,0.226,0.247
12,4016,8619,FL,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1204016,87129,0.75,0.861
12,4016,8620,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204016,2721,0.023,0.027
12,4017,8619,FL,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1204017,14080,0.102,0.139
12,4017,8620,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204017,5247,0.038,0.052
12,4017,8621,FL,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",1204017,101507,0.738,1
12,4017,8622,FL,Miami-Dade County (Southwest)--South Miami Heights,1204017,16761,0.122,0.163
12,4018,8616,FL,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204018,5125,0.047,0.051
12,4018,8622,FL,Miami-Dade County (Southwest)--South Miami Heights,1204018,25578,0.232,0.249
12,4018,8623,FL,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1204018,79447,0.721,0.752
12,4019,8622,FL,Miami-Dade County (Southwest)--South Miami Heights,1204019,60307,0.352,0.588
12,4019,8623,FL,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1204019,26185,0.153,0.248
12,4019,8624,FL,Miami-Dade County (South)--Homestead City (North) & Florida City (North),1204019,84762,0.495,0.846
12,4020,8624,FL,Miami-Dade County (South)--Homestead City (North) & Florida City (North),1204020,15432,0.132,0.154
12,4020,8700,FL,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1204020,101291,0.868,1
13,100,2600,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1300100,149296,0.999,0.851
13,100,2700,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,1300100,183,0.001,0.002
13,200,2600,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1300200,35,0,0
13,200,2700,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,1300200,102416,0.519,0.998
13,200,2800,GA,Northwest Georgia Regional Commission (Northeast),1300200,94814,0.481,0.538
13,300,2800,GA,Northwest Georgia Regional Commission (Northeast),1300300,51974,0.26,0.295
13,300,3200,GA,Georgia Mountains Regional Commission (North & Northwest),1300300,105190,0.525,0.825
13,300,3400,GA,Georgia Mountains Regional Commission (South Central)--Hall County,1300300,38,0,0
13,300,3500,GA,Georgia Mountains Regional Commission (Southeast),1300300,43041,0.215,0.319
13,400,3500,GA,Georgia Mountains Regional Commission (Southeast),1300400,91867,0.603,0.681
13,400,3800,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1300400,60485,0.397,0.466
13,500,3600,GA,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1300500,116714,0.657,1
13,500,3700,GA,Northeast Georgia Regional Commission (East),1300500,60950,0.343,0.544
13,600,3400,GA,Georgia Mountains Regional Commission (South Central)--Hall County,1300600,179646,1,1
13,700,2900,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,1300700,100157,0.413,1
13,700,4400,GA,Atlanta Regional Commission (Southwest)--Douglas County,1300700,105,0,0.001
13,700,4500,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,1300700,142266,0.587,1
13,800,2800,GA,Northwest Georgia Regional Commission (Northeast),1300800,29431,0.129,0.167
13,800,3102,GA,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1300800,4,0,0
13,800,3200,GA,Georgia Mountains Regional Commission (North & Northwest),1300800,22353,0.098,0.175
13,800,3300,GA,Georgia Mountains Regional Commission (Southwest)--Forsyth County,1300800,175511,0.772,1
13,900,3800,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1300900,69367,0.453,0.534
13,900,3900,GA,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1300900,83768,0.547,0.725
13,1000,1600,GA,Middle Georgia Regional Commission (North & Outside Bibb County),1301000,39054,0.309,0.216
13,1000,1900,GA,Three Rivers Regional Commission (East),1301000,86907,0.689,0.575
13,1000,6001,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1301000,243,0.002,0.002
13,1101,1002,GA,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,1301101,85478,0.55,0.795
13,1101,1005,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301101,69983,0.45,0.472
13,1102,1001,GA,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,1301102,94049,0.484,0.858
13,1102,1002,GA,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,1301102,22020,0.113,0.205
13,1102,1005,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301102,78331,0.403,0.528
13,1102,2004,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1301102,59,0,0
13,1103,1001,GA,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,1301103,15629,0.124,0.142
13,1103,1006,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),1301103,105976,0.839,0.964
13,1103,4600,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1301103,4696,0.037,0.038
13,1104,1006,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),1301104,3987,0.035,0.036
13,1104,1007,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301104,88337,0.779,0.713
13,1104,4600,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1301104,21028,0.186,0.168
13,1105,1003,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301105,61057,0.74,0.564
13,1105,1007,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301105,9063,0.11,0.073
13,1105,4600,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1301105,12406,0.15,0.099
13,1106,1003,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301106,1893,0.023,0.017
13,1106,4600,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1301106,81336,0.977,0.651
13,1107,1003,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301107,45375,0.274,0.419
13,1107,1004,GA,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,1301107,114386,0.692,1
13,1107,4600,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1301107,5551,0.034,0.044
13,1201,1007,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301201,26518,0.228,0.214
13,1201,2002,GA,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,1301201,67380,0.58,0.521
13,1201,2003,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,1301201,22220,0.191,0.143
13,1202,2004,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1301202,137775,1,0.999
13,1203,2003,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,1301203,104467,1,0.673
13,1204,1008,GA,Atlanta Regional Commission (Central)--DeKalb County (South),1301204,20656,0.228,0.177
13,1204,2001,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,1301204,8153,0.09,0.065
13,1204,2002,GA,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,1301204,61952,0.683,0.479
13,1205,1008,GA,Atlanta Regional Commission (Central)--DeKalb County (South),1301205,96235,0.725,0.823
13,1205,2001,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,1301205,36447,0.275,0.289
13,1206,2001,GA,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,1301206,81530,0.741,0.646
13,1206,2003,GA,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,1301206,28455,0.259,0.183
13,1301,3001,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1301301,102881,0.884,0.735
13,1301,3005,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1301301,13438,0.116,0.092
13,1302,3005,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1301302,114387,1,0.785
13,1303,3001,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1301303,28627,0.249,0.204
13,1303,3004,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1301303,68610,0.596,0.444
13,1303,3005,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1301303,17897,0.155,0.123
13,1304,3001,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1301304,8522,0.067,0.061
13,1304,3003,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1301304,31994,0.253,0.259
13,1304,3004,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1301304,85977,0.68,0.556
13,1305,3001,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1301305,12,0,0
13,1305,3002,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1301305,124405,0.576,1
13,1305,3003,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1301305,91328,0.423,0.741
13,1305,4500,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,1301305,52,0,0
13,1401,5001,GA,Atlanta Regional Commission (South Central)--Clayton County (South),1301401,6984,0.056,0.064
13,1401,5002,GA,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1301401,117941,0.944,0.789
13,1402,5001,GA,Atlanta Regional Commission (South Central)--Clayton County (South),1301402,102967,0.766,0.936
13,1402,5002,GA,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1301402,31532,0.234,0.211
13,1501,4003,GA,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1301501,59322,0.416,0.411
13,1501,4004,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (East),1301501,17198,0.12,0.166
13,1501,4006,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1301501,66206,0.464,0.341
13,1502,4002,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1301502,108241,0.44,1
13,1502,4003,GA,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1301502,59656,0.243,0.413
13,1502,4004,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (East),1301502,77954,0.317,0.75
13,1503,4003,GA,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1301503,25497,0.172,0.176
13,1503,4004,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (East),1301503,8760,0.059,0.084
13,1503,4005,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1301503,99425,0.669,0.839
13,1503,4006,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1301503,14969,0.101,0.077
13,1504,4005,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1301504,19023,0.144,0.161
13,1504,4006,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1301504,113091,0.856,0.582
13,1505,2004,GA,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1301505,46,0,0
13,1505,4001,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1301505,135979,1,1
13,1600,4300,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,1301600,185163,1,1
13,1700,1900,GA,Three Rivers Regional Commission (East),1301700,87,0,0.001
13,1700,6001,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1301700,100208,0.492,0.998
13,1700,6002,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,1301700,103471,0.508,1
13,1800,2300,GA,Three Rivers Regional Commission (Northwest)--Carroll County,1301800,110527,0.455,1
13,1800,4400,GA,Atlanta Regional Commission (Southwest)--Douglas County,1301800,132298,0.545,0.999
13,1800,4500,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,1301800,6,0,0
13,1900,3101,GA,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1301900,102871,0.48,1
13,1900,3102,GA,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1301900,111471,0.52,1
13,2000,1900,GA,Three Rivers Regional Commission (East),1302000,64073,0.215,0.424
13,2000,2100,GA,Three Rivers Regional Commission (North Central)--Coweta County,1302000,127317,0.427,1
13,2000,2400,GA,Atlanta Regional Commission (South Central)--Fayette County,1302000,106567,0.358,1
13,2100,2500,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302100,166572,0.865,1
