state,puma2k,puma12,stab,PUMAname,PUMA2kName,pop10,afact,AFACT2
22,1904,2302,LA,Regional Planning Commission 5--Jefferson Parish (West Bank),2201904,37612,0.378,0.281
22,1904,2500,LA,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2201904,49866,0.501,0.437
22,1905,2500,LA,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2201905,64221,1,0.563
22,2001,1800,LA,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2202001,47168,0.287,0.28
22,2001,2200,LA,Regional Planning Commission 1--St. Tammany Parish (Northwest),2202001,110946,0.675,0.924
22,2001,2201,LA,Regional Planning Commission 2--St. Tammany Parish (Southeast),2202001,6146,0.037,0.054
22,2002,2200,LA,Regional Planning Commission 1--St. Tammany Parish (Northwest),2202002,9123,0.078,0.076
22,2002,2201,LA,Regional Planning Commission 2--St. Tammany Parish (Southeast),2202002,107525,0.922,0.946
22,2100,2000,LA,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,2202100,119739,1,1
22,2200,2100,LA,South Central Planning & Development Commission 3--Terrebonne Parish,2202200,111860,1,1
22,2300,1300,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2202300,106810,1,0.593
22,2400,1900,LA,South Central Planning & Development Commission 1--River Parishes,2202400,120806,1,1
22,2500,1100,LA,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,2202500,57933,0.442,0.484
22,2500,1300,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2202500,73240,0.558,0.407
23,100,700,ME,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300100,3742,0.02,0.036
23,100,800,ME,South Maine--York (West) & Cumberland (West) Counties,2300100,147776,0.773,0.851
23,100,900,ME,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300100,39759,0.208,0.31
23,200,1000,ME,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2300200,108602,1,0.997
23,300,700,ME,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300300,32021,0.218,0.311
23,300,800,ME,South Maine--York (West) & Cumberland (West) Counties,2300300,25907,0.176,0.149
23,300,900,ME,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300300,88677,0.604,0.69
23,300,1000,ME,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2300300,318,0.002,0.003
23,400,500,ME,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300400,34457,0.339,0.206
23,400,700,ME,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300400,67296,0.661,0.653
23,500,500,ME,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,129183,1,0.772
23,600,400,ME,Kennebec County,2300600,122151,1,1
23,700,600,ME,Androscoggin County,2300700,107702,1,1
23,800,200,ME,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300800,140829,1,0.889
23,900,200,ME,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300900,17535,0.1,0.111
23,900,300,ME,Penobscot County,2300900,153923,0.878,1
23,900,500,ME,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300900,3757,0.021,0.022
23,1000,100,ME,Northeast Maine--Aroostook & Washington Counties,2301000,104726,1,1
24,100,100,MD,Allegany & Garrett Counties--Cumberland City,2400100,105184,1,1
24,200,200,MD,Washington County--Hagerstown City,2400200,147430,1,1
24,300,301,MD,Frederick County (Outside Greater Frederick City),2400300,120513,0.516,1
24,300,302,MD,Frederick County (Central)--Greater Frederick City,2400300,112872,0.484,1
24,400,400,MD,Carroll County,2400400,167134,1,1
24,501,501,MD,Baltimore County (Outer),2400501,118622,1,1
24,502,502,MD,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",2400502,123997,1,1
24,503,503,MD,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,112693,1,1
24,504,504,MD,"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,116249,1,1
24,505,505,MD,"Baltimore County--Perry Hall, Middle River & Rosedale",2400505,109793,1,1
24,506,506,MD,"Baltimore County--Dundalk, Essex & Edgemere",2400506,112670,1,1
24,507,507,MD,"Baltimore County--Catonsville, Woodlawn & Arbutus",2400507,111005,1,1
24,601,601,MD,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",2400601,134113,1,1
24,602,602,MD,Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,110713,1,1
24,700,700,MD,Cecil County,2400700,101108,0.834,1
24,700,1300,MD,"Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",2400700,20197,0.166,0.118
24,801,801,MD,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,96256,1,0.689
24,802,802,MD,"Baltimore City--Guilford, Roland Park & Druid Lake",2400802,86452,0.877,0.776
24,802,803,MD,"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400802,12136,0.123,0.101
24,803,803,MD,"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400803,108330,1,0.899
24,804,804,MD,"Baltimore City--Inner Harbor, Canton & Bayview",2400804,130707,1,1
24,805,801,MD,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400805,43477,0.486,0.311
24,805,802,MD,"Baltimore City--Guilford, Roland Park & Druid Lake",2400805,24984,0.279,0.224
24,805,805,MD,"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400805,21062,0.235,0.178
24,806,805,MD,"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400806,97557,1,0.822
24,901,901,MD,Howard County (West)--Columbia (West) & Ellicott City (Northwest),2400901,127318,1,1
24,902,902,MD,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",2400902,159767,1,1
24,1001,1001,MD,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",2401001,130995,1,1
24,1002,1002,MD,Montgomery County (West Central)--Germantown & Montgomery Village,2401002,128331,1,1
24,1003,1003,MD,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2401003,176640,1,1
24,1003,1004,MD,"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401003,3,0,0
24,1004,1004,MD,"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401004,178144,1,1
24,1005,1005,MD,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2401005,134896,1,1
24,1005,1006,MD,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401005,1,0,0
24,1006,1006,MD,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401006,115520,1,1
24,1007,1007,MD,Montgomery County (Southeast)--Takoma Park City & Silver Spring,2401007,107247,1,1
24,1101,1101,MD,Prince Georges County (Northwest)--College Park City & Langley Park,2401101,114269,1,1
24,1102,1102,MD,"Prince Georges County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",2401102,131621,1,1
24,1103,1103,MD,Prince Georges County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,2401103,106360,1,1
24,1104,1104,MD,"Prince Georges County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401104,96686,1,0.856
24,1105,1105,MD,"Prince Georges County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",2401105,166424,1,1
24,1106,1106,MD,"Prince Georges County (South)--Clinton, Fort Washington (South), Rosaryville & Croom",2401106,116791,0.812,1
24,1106,1107,MD,"Prince Georges County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401106,26968,0.188,0.234
24,1107,1104,MD,"Prince Georges County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401107,16260,0.156,0.144
24,1107,1107,MD,"Prince Georges County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401107,88041,0.844,0.766
24,1201,1201,MD,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401201,151468,0.999,0.977
24,1201,1204,MD,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401201,112,0.001,0.001
24,1202,1201,MD,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401202,3603,0.032,0.023
24,1202,1202,MD,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",2401202,109810,0.968,1
24,1203,1203,MD,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",2401203,135138,1,1
24,1204,1204,MD,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401204,137525,1,0.999
24,1300,1300,MD,"Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",2401300,151264,1,0.882
24,1400,1400,MD,"Wicomico, Worcester & Somerset Counties--Salisbury City",2401400,176657,1,1
24,1500,1500,MD,St. Marys & Calvert Counties,2401500,193888,1,1
24,1600,1600,MD,Charles County--La Plata Town & Waldorf,2401600,146551,1,1
25,100,100,MA,Berkshire County--Pittsfield City,2500100,115240,1,0.878
25,200,100,MA,Berkshire County--Pittsfield City,2500200,15979,0.132,0.122
25,200,200,MA,Franklin & Hampshire (North) Counties,2500200,74480,0.616,0.612
25,200,302,MA,Worcester County (West Central),2500200,3989,0.033,0.033
25,200,400,MA,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500200,20139,0.167,0.187
25,200,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2500200,6228,0.052,0.043
25,300,301,MA,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",2500300,118668,0.812,1
25,300,400,MA,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500300,27468,0.188,0.255
25,400,303,MA,Worcester County (East Central),2500400,2870,0.026,0.025
25,400,400,MA,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500400,38135,0.347,0.354
25,400,504,MA,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town",2500400,38499,0.35,0.275
25,400,1400,MA,Middlesex (West Central) & Worcester (East) Counties,2500400,30547,0.278,0.262
25,500,400,MA,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500500,10646,0.056,0.099
25,500,501,MA,Middlesex County (Outside Lowell City),2500500,111052,0.582,0.999
25,500,503,MA,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",2500500,3,0,0
25,500,1300,MA,"Billerica, Andover, Tewksbury & Wilmington Towns",2500500,69095,0.362,0.554
25,600,501,MA,Middlesex County (Outside Lowell City),2500600,12,0,0
25,600,502,MA,Middlesex County (Far Northeast)--Lowell City,2500600,106519,1,1
25,600,1300,MA,"Billerica, Andover, Tewksbury & Wilmington Towns",2500600,24,0,0
25,700,501,MA,Middlesex County (Outside Lowell City),2500700,3,0,0
25,700,701,MA,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities",2500700,123635,0.788,0.67
25,700,1300,MA,"Billerica, Andover, Tewksbury & Wilmington Towns",2500700,33201,0.212,0.266
25,800,701,MA,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities",2500800,60876,0.497,0.33
25,800,702,MA,Essex County (Central)--Amesbury Town City,2500800,61549,0.503,0.583
25,900,702,MA,Essex County (Central)--Amesbury Town City,2500900,16262,0.152,0.154
25,900,703,MA,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities",2500900,90641,0.848,0.461
25,1000,702,MA,Essex County (Central)--Amesbury Town City,2501000,27715,0.237,0.263
25,1000,703,MA,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities",2501000,11,0,0
25,1000,704,MA,"Essex County (South)--Lynn City, Swampscott & Nahant Towns",2501000,6,0,0
25,1000,1000,MA,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns",2501000,89324,0.763,0.693
25,1100,703,MA,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities",2501100,105775,0.884,0.538
25,1100,704,MA,"Essex County (South)--Lynn City, Swampscott & Nahant Towns",2501100,13799,0.115,0.128
25,1100,1000,MA,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns",2501100,14,0,0
25,1200,704,MA,"Essex County (South)--Lynn City, Swampscott & Nahant Towns",2501200,93721,0.779,0.872
25,1200,1000,MA,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns",2501200,2,0,0
25,1200,2800,MA,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns",2501200,26627,0.221,0.193
25,1300,503,MA,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",2501300,24523,0.22,0.18
25,1300,1000,MA,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns",2501300,39639,0.355,0.307
25,1300,1300,MA,"Billerica, Andover, Tewksbury & Wilmington Towns",2501300,22410,0.201,0.18
25,1300,2800,MA,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns",2501300,24942,0.224,0.181
25,1400,501,MA,Middlesex County (Outside Lowell City),2501400,111,0.001,0.001
25,1400,503,MA,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",2501400,13343,0.119,0.098
25,1400,1400,MA,Middlesex (West Central) & Worcester (East) Counties,2501400,86132,0.765,0.738
25,1400,3500,MA,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City),2501400,12994,0.115,0.123
25,1500,302,MA,Worcester County (West Central),2501500,46050,0.414,0.383
25,1500,303,MA,Worcester County (East Central),2501500,50391,0.453,0.441
25,1500,400,MA,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2501500,11226,0.101,0.104
25,1500,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2501500,3608,0.032,0.025
25,1600,200,MA,Franklin & Hampshire (North) Counties,2501600,47266,0.451,0.388
25,1600,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2501600,57548,0.549,0.401
25,1700,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2501700,16053,0.144,0.112
25,1700,1900,MA,Hampden County (Central)--Springfield City,2501700,3,0,0
25,1700,1901,MA,Hampden County (West of Springfield City)--Westfield & Holyoke Cities,2501700,39880,0.359,0.271
25,1700,1902,MA,Hampden County (East of Springfield City)--Chicopee City,2501700,55298,0.497,0.435
25,1800,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2501800,10585,0.09,0.074
25,1800,1901,MA,Hampden County (West of Springfield City)--Westfield & Holyoke Cities,2501800,107425,0.91,0.729
25,1900,1900,MA,Hampden County (Central)--Springfield City,2501900,153057,1,1
25,1900,1902,MA,Hampden County (East of Springfield City)--Chicopee City,2501900,7,0,0
25,2000,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2502000,45112,0.385,0.314
25,2000,1902,MA,Hampden County (East of Springfield City)--Chicopee City,2502000,71958,0.615,0.565
25,2100,304,MA,Worcester County (South),2502100,127432,0.966,0.842
25,2100,1600,MA,Hampden (West & East) & Hampshire (South) Counties--Northampton City,2502100,4434,0.034,0.031
25,2200,302,MA,Worcester County (West Central),2502200,70193,0.568,0.584
25,2200,303,MA,Worcester County (East Central),2502200,53352,0.432,0.467
25,2300,300,MA,Worcester County (Central)--Worcester City,2502300,181045,1,1
25,2300,302,MA,Worcester County (West Central),2502300,47,0,0
25,2300,303,MA,Worcester County (East Central),2502300,14,0,0
25,2400,303,MA,Worcester County (East Central),2502400,7542,0.068,0.066
25,2400,2400,MA,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties",2502400,103462,0.932,0.896
25,2500,504,MA,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town",2502500,101324,0.961,0.725
25,2500,3500,MA,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City),2502500,4124,0.039,0.039
25,2600,503,MA,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",2502600,6359,0.061,0.047
25,2600,3500,MA,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City),2502600,73712,0.703,0.699
25,2600,3601,MA,Norfolk County (Southwest)--Greater Franklin Town City,2502600,3,0,0
25,2600,3602,MA,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns",2502600,24709,0.236,0.21
25,2700,503,MA,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",2502700,91978,0.48,0.675
25,2700,505,MA,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns",2502700,99461,0.519,0.823
25,2700,506,MA,Middlesex County (East)--Cambridge City,2502700,58,0,0.001
25,2700,3400,MA,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town,2502700,25,0,0
25,2800,505,MA,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns",2502800,21374,0.198,0.177
25,2800,2800,MA,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns",2502800,86531,0.802,0.627
25,2900,3302,MA,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End",2502900,9,0,0
25,2900,3306,MA,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities",2502900,104396,1,0.995
25,3000,507,MA,Middlesex County (East)--Somerville & Everett Cities,2503000,221,0.002,0.002
25,3000,508,MA,Middlesex County (East)--Malden & Medford Cities,2503000,115620,0.998,1
25,3000,3306,MA,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities",2503000,19,0,0
25,3100,507,MA,Middlesex County (East)--Somerville & Everett Cities,2503100,117137,1,0.998
25,3100,508,MA,Middlesex County (East)--Malden & Medford Cities,2503100,3,0,0
25,3100,3306,MA,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities",2503100,5,0,0
25,3200,505,MA,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns",2503200,9,0,0
25,3200,506,MA,Middlesex County (East)--Cambridge City,2503200,105104,0.999,0.999
25,3200,507,MA,Middlesex County (East)--Somerville & Everett Cities,2503200,63,0.001,0.001
25,3301,3301,MA,"Boston City--Allston, Brighton & Fenway",2503301,115967,1,0.986
25,3301,3305,MA,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury",2503301,5,0,0
25,3301,3400,MA,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town,2503301,2,0,0
25,3302,3301,MA,"Boston City--Allston, Brighton & Fenway",2503302,5,0,0
25,3302,3302,MA,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End",2503302,142227,1,1
25,3303,3301,MA,"Boston City--Allston, Brighton & Fenway",2503303,1666,0.013,0.014
25,3303,3304,MA,Boston City--Mattapan & Roxbury,2503303,125175,0.987,0.999
25,3303,3305,MA,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury",2503303,13,0,0
25,3304,3303,MA,Boston City--Dorchester & South Boston,2503304,109690,0.995,1
25,3304,3306,MA,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities",2503304,535,0.005,0.005
25,3305,3304,MA,Boston City--Mattapan & Roxbury,2503305,167,0.001,0.001
25,3305,3305,MA,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury",2503305,122103,0.999,1
25,3305,3602,MA,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns",2503305,2,0,0
25,3400,505,MA,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns",2503400,18,0,0
25,3400,3305,MA,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury",2503400,4,0,0
25,3400,3400,MA,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town,2503400,143851,1,1
25,3500,2400,MA,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties",2503500,12024,0.111,0.104
25,3500,3500,MA,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City),2503500,14619,0.135,0.139
25,3500,3601,MA,Norfolk County (Southwest)--Greater Franklin Town City,2503500,52766,0.488,0.41
25,3500,3602,MA,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns",2503500,28620,0.265,0.243
25,3600,304,MA,Worcester County (South),2503600,23966,0.222,0.158
25,3600,2400,MA,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties",2503600,12,0,0
25,3600,3601,MA,Norfolk County (Southwest)--Greater Franklin Town City,2503600,75878,0.702,0.59
25,3600,4200,MA,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns",2503600,8264,0.076,0.068
25,3700,3601,MA,Norfolk County (Southwest)--Greater Franklin Town City,2503700,49,0,0
25,3700,3602,MA,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns",2503700,64412,0.506,0.547
25,3700,3900,MA,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns",2503700,35761,0.281,0.276
25,3700,4000,MA,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns",2503700,26962,0.212,0.215
25,3800,3305,MA,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury",2503800,37,0,0
25,3800,3603,MA,Norfolk County (Northeast)--Quincy City & Milton Town,2503800,119274,1,1
25,3800,3900,MA,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns",2503800,1,0,0
25,3900,3900,MA,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns",2503900,93717,0.61,0.724
25,3900,4901,MA,Plymouth & Bristol Counties (Outside Brockton City),2503900,17489,0.114,0.148
25,3900,4902,MA,Plymouth County (Central),2503900,24385,0.159,0.226
25,3900,4903,MA,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns",2503900,18133,0.118,0.142
25,4000,3602,MA,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns",2504000,52,0,0
25,4000,4000,MA,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns",2504000,98166,0.86,0.785
25,4000,4901,MA,Plymouth & Bristol Counties (Outside Brockton City),2504000,15985,0.14,0.135
25,4100,4303,MA,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns",2504100,13443,0.088,0.108
25,4100,4901,MA,Plymouth & Bristol Counties (Outside Brockton City),2504100,84823,0.556,0.717
25,4100,4902,MA,Plymouth County (Central),2504100,54265,0.356,0.502
25,4200,4200,MA,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns",2504200,115,0.001,0.001
25,4200,4303,MA,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns",2504200,111526,0.999,0.892
25,4200,4901,MA,Plymouth & Bristol Counties (Outside Brockton City),2504200,51,0,0
25,4300,4200,MA,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns",2504300,113385,0.999,0.931
25,4300,4302,MA,Bristol County (Central)--Fall River City & Somerset Town,2504300,89,0.001,0.001
25,4400,4301,MA,Bristol (Outside New Bedford City) & Plymouth (South) Counties,2504400,15528,0.127,0.145
25,4400,4302,MA,Bristol County (Central)--Fall River City & Somerset Town,2504400,106832,0.873,0.998
25,4500,4301,MA,Bristol (Outside New Bedford City) & Plymouth (South) Counties,2504500,69393,0.385,0.65
25,4500,4302,MA,Bristol County (Central)--Fall River City & Somerset Town,2504500,101,0.001,0.001
25,4500,4500,MA,Bristol County (South)--New Bedford City & Fairhaven Town,2504500,110945,0.615,1
25,4600,4301,MA,Bristol (Outside New Bedford City) & Plymouth (South) Counties,2504600,21822,0.136,0.204
25,4600,4902,MA,Plymouth County (Central),2504600,29346,0.183,0.272
25,4600,4903,MA,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns",2504600,109288,0.681,0.858
25,4700,4700,MA,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City,2504700,51285,0.5,0.391
25,4700,4800,MA,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns",2504700,51373,0.5,0.461
25,4800,4700,MA,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City,2504800,79874,0.571,0.609
25,4800,4800,MA,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns",2504800,60063,0.429,0.539
26,100,100,MI,Western Upper Peninsula,2600100,99976,1,0.568
26,200,100,MI,Western Upper Peninsula,2600200,75937,0.693,0.432
26,200,200,MI,Eastern Upper Peninsula,2600200,33630,0.307,0.248
26,300,200,MI,Eastern Upper Peninsula,2600300,101818,1,0.752
26,400,400,MI,Northwest Lower Peninsula (East),2600400,146960,1,1
26,500,300,MI,Northeast Lower Peninsula,2600500,136711,1,1
26,600,1300,MI,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties",2600600,113626,1,1
26,700,1600,MI,"Tuscola, Sanilac & Huron Counties",2600700,131961,1,1
26,800,1400,MI,Bay & Midland Counties,2600800,191400,1,1
26,900,1500,MI,Saginaw County,2600900,200169,1,1
26,1000,1200,MI,"Isabella, Gratiot & Clare Counties",2601000,143713,1,1
26,1100,600,MI,"Newaygo, Mason, Oceana & Lake Counties",2601100,115274,0.635,1
26,1100,1100,MI,"Ionia, Montcalm, Mecosta & Osceola Counties",2601100,66326,0.365,0.343
26,1200,700,MI,Muskegon County,2601200,172188,1,1
26,1300,1001,MI,Kent County (Southwest),2601300,752,0.004,0.005
26,1300,1002,MI,Kent County (Central)--Grand Rapids City Area,2601300,185031,0.984,0.98
26,1300,1003,MI,Kent County (Southeast),2601300,2246,0.012,0.014
26,1401,1002,MI,Kent County (Central)--Grand Rapids City Area,2601401,3757,0.024,0.02
26,1401,1003,MI,Kent County (Southeast),2601401,155492,0.976,0.986
26,1402,1004,MI,Kent County (North),2601402,116534,1,1
26,1403,1001,MI,Kent County (Southwest),2601403,138776,1,0.995
26,1403,1002,MI,Kent County (Central)--Grand Rapids City Area,2601403,34,0,0
26,1500,801,MI,Ottawa County (West),2601500,140248,0.532,1
26,1500,802,MI,Ottawa County (East),2601500,123553,0.468,1
26,1600,500,MI,Northwest Lower Peninsula (West),2601600,150952,1,1
26,1700,900,MI,Allegan County,2601700,111408,0.653,1
26,1700,2000,MI,Calhoun & Barry Counties,2601700,59173,0.347,0.303
26,1800,1801,MI,Ingham County (South & East),2601800,3940,0.034,0.024
26,1800,1802,MI,Ingham County (Northwest),2601800,105640,0.924,0.928
26,1800,1900,MI,Eaton & Clinton Counties,2601800,4728,0.041,0.026
26,1900,1801,MI,Ingham County (South & East),2601900,163086,0.952,0.976
26,1900,1802,MI,Ingham County (Northwest),2601900,8229,0.048,0.072
26,2000,1900,MI,Eaton & Clinton Counties,2602000,178413,1,0.974
26,2100,1100,MI,"Ionia, Montcalm, Mecosta & Osceola Counties",2602100,127247,1,0.657
26,2200,1703,MI,Genesee County (Central)--Flint City Area,2602200,102434,1,1
26,2301,1702,MI,"Genesee County (Central, Outside Flint City)",2602301,108086,1,1
26,2302,1701,MI,Genesee (East) & Lapeer Counties,2602302,99006,0.346,0.529
26,2302,1703,MI,Genesee County (Central)--Flint City Area,2602302,4,0,0
26,2302,1704,MI,Genesee (West) & Shiawassee Counties,2602302,186908,0.654,1
26,2400,2400,MI,Berrien County,2602400,156813,1,1
26,2501,2901,MI,Oakland County (West),2602501,37028,0.222,0.29
26,2501,2902,MI,Oakland County (Northeast),2602501,129781,0.778,1
26,2502,2901,MI,Oakland County (West),2602502,90843,0.432,0.71
26,2502,2905,MI,Oakland County (Southwest),2602502,119274,0.568,1
26,2503,2904,MI,Oakland County (Central),2602503,153492,0.98,1
